record_id,animal_id,farm_id,species,breed,age,weight,health_status,vaccination_history,medication_history,weather_data,temperature,humidity,precipitation,predicted_health_risk,recommended_action,_fivetran_deleted,_fivetran_synced
8b6f47a9-fb2c-4673-ab83-b9f68599e1c3,ANIMAL_000069,FARM_000002,Pigs,Chester White,1,528.94,Injured,Up-to-date,Current,Rainy,6.58,78.88,36.96,0.89,Administer medication,false,2025-08-25 12:17:22.256000 UTC
b53b1ef4-985d-4924-93f0-276f47c97ed5,ANIMAL_000091,FARM_000003,Beef Cattle,Texas Longhorn,3,2333.91,Injured,Up-to-date,None,Cloudy,17.97,97.39,98.66,0.15,Administer medication,false,2025-08-25 12:17:22.256000 UTC
35d371fc-ad1c-493f-9439-8ff979249029,ANIMAL_000092,FARM_000003,Beef Cattle,Brahman,4,1199.89,Deceased,Overdue,None,Sunny,-0.53,38.38,6.61,0.13,Administer medication,false,2025-08-25 12:17:22.255000 UTC
f7ce3aa3-9153-4c96-a74d-aa6780d4c90b,ANIMAL_000095,FARM_000003,Beef Cattle,Hereford,8,1048.72,Deceased,Up-to-date,None,Cloudy,-12.82,59.1,8.84,0.52,Administer medication,false,2025-08-25 12:17:22.257000 UTC
f6d5d85f-d107-44f2-94ac-cad07ddc4547,ANIMAL_000101,FARM_000003,Beef Cattle,Simmental,3,1847.13,Recovering,Overdue,None,Windy,15.77,66.26,75.52,0.42,Administer medication,false,2025-08-25 12:17:22.257000 UTC
f49e7733-7331-49f5-9962-5d8f9be56e67,ANIMAL_000103,FARM_000003,Beef Cattle,Angus,8,2328.35,Deceased,Not vaccinated,Previous,Windy,-14.63,93.09,18.6,0.66,Administer medication,false,2025-08-25 12:17:22.257000 UTC
1083d920-dfb3-4769-87b0-8e28d65f4e0f,ANIMAL_000100,FARM_000003,Beef Cattle,Angus,9,1794.14,Recovering,Up-to-date,Previous,Rainy,8.52,23.62,71.02,0.11,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c0c7d68b-8be3-4385-90fc-bf8450a44f57,ANIMAL_000097,FARM_000003,Beef Cattle,Simmental,1,2089.92,Recovering,Up-to-date,Previous,Rainy,-19.46,43.54,91.44,0.05,Administer medication,false,2025-08-25 12:17:22.256000 UTC
220c75a4-2bdb-47e1-89c9-7666345f8630,ANIMAL_000094,FARM_000003,Beef Cattle,Wagyu,5,2093.84,Deceased,Up-to-date,Current,Cloudy,-3.43,81.39,75.61,0.84,Administer medication,false,2025-08-25 12:17:22.255000 UTC
00ed28d2-c81f-4283-8104-d46ecb390125,ANIMAL_000099,FARM_000003,Beef Cattle,Brahman,5,1536,Injured,Up-to-date,Current,Cloudy,27.01,54.45,55.58,0.05,Administer medication,false,2025-08-25 12:17:22.254000 UTC
9ed87e18-9840-4156-aef9-ecbf3e636cf6,ANIMAL_000087,FARM_000003,Beef Cattle,Texas Longhorn,10,1892.52,Recovering,Not vaccinated,Current,Snowy,33.25,40.08,8.61,0.29,Administer medication,false,2025-08-25 12:17:22.256000 UTC
5503c09e-6016-4df1-92ba-30e768b470ae,ANIMAL_000107,FARM_000003,Beef Cattle,Hereford,7,1741.24,Sick,Not vaccinated,Previous,Snowy,35.85,46.29,82.62,0.08,Administer medication,false,2025-08-25 12:17:22.255000 UTC
5bc89c0d-81e4-4d73-ba3a-231b9d511a55,ANIMAL_000121,FARM_000004,Goats,Saanen,5,188.31,Injured,Overdue,Current,Sunny,-8.42,88.73,49.19,0.27,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c704f5bf-fe11-4227-9e0f-cfc727277bd9,ANIMAL_000111,FARM_000004,Goats,LaMancha,4,75.88,Injured,Up-to-date,None,Sunny,18.67,95.59,46.35,0.18,Administer medication,false,2025-08-25 12:17:22.256000 UTC
b379d894-ee92-418e-942f-a6c44c4819e1,ANIMAL_000114,FARM_000004,Goats,LaMancha,2,114.18,Recovering,Not vaccinated,Previous,Snowy,-12.45,81.41,26.27,0.08,Administer medication,false,2025-08-25 12:17:22.256000 UTC
7b463045-4fc8-4f71-b437-4ad586863bb7,ANIMAL_000122,FARM_000004,Goats,Saanen,1,128.77,Recovering,Up-to-date,Current,Snowy,21.35,90.33,68.78,0.97,Administer medication,false,2025-08-25 12:17:22.256000 UTC
f0984d89-35ec-4dad-8770-b4ebcd404cba,ANIMAL_000117,FARM_000004,Goats,LaMancha,10,96.44,Sick,Up-to-date,Current,Sunny,27.31,49.43,47.25,0.59,Administer medication,false,2025-08-25 12:17:22.257000 UTC
3e948e5a-17a6-49a8-9992-2c40627d0ba3,ANIMAL_000138,FARM_000005,Dairy Cattle,Guernsey,3,1556.39,Deceased,Overdue,None,Rainy,-15.87,98.26,84.53,0.6,Administer medication,false,2025-08-25 12:17:22.255000 UTC
f7fa038f-ad5b-4951-a6f0-7fdd1a2f0fe8,ANIMAL_000124,FARM_000005,Dairy Cattle,Milking Shorthorn,5,1511.7,Injured,Not vaccinated,Current,Windy,-11.92,0.02,11.94,0.19,Administer medication,false,2025-08-25 12:17:22.257000 UTC
237f0141-305b-4652-81ec-8a317c66e77b,ANIMAL_000131,FARM_000005,Dairy Cattle,Dutch Belted,4,1191.75,Recovering,Not vaccinated,Current,Snowy,-8.8,68.15,86.83,0.01,Administer medication,false,2025-08-25 12:17:22.255000 UTC
88a32e81-fdc2-403a-b45d-3a6d92250dea,ANIMAL_000135,FARM_000005,Dairy Cattle,Brown Swiss,4,1534.8,Healthy,Up-to-date,Current,Windy,29.88,30.46,11.96,0.69,Administer medication,false,2025-08-25 12:17:22.256000 UTC
2946ffa7-41dd-4fa4-853c-a9537120fabb,ANIMAL_000133,FARM_000005,Dairy Cattle,Jersey,6,1038.96,Sick,Up-to-date,None,Cloudy,23.94,57.03,47.6,0.17,Administer medication,false,2025-08-25 12:17:22.255000 UTC
887d46a6-295f-4643-bf4e-ab9e1d4f66bf,ANIMAL_000129,FARM_000005,Dairy Cattle,Jersey,8,1409.16,Deceased,Up-to-date,Current,Rainy,21.82,57.79,58.11,0.11,Administer medication,false,2025-08-25 12:17:22.256000 UTC
b1150797-63c1-442f-a863-42a1d40813c5,ANIMAL_000123,FARM_000005,Dairy Cattle,Dutch Belted,7,1073.58,Healthy,Up-to-date,Previous,Snowy,1.49,63.61,24.48,0.87,Administer medication,false,2025-08-25 12:17:22.256000 UTC
4983737c-b96d-4ccc-9776-722908a36007,ANIMAL_000149,FARM_000006,Pigs,Duroc,6,521.46,Sick,Overdue,Current,Snowy,26.56,70.34,28.99,0.11,Administer medication,false,2025-08-25 12:17:22.255000 UTC
9fe5f965-69a6-4eb7-9d46-5d991809fc2d,ANIMAL_000164,FARM_000006,Pigs,Berkshire,2,337.81,Healthy,Up-to-date,Current,Cloudy,30.11,38.46,9.58,0.17,Administer medication,false,2025-08-25 12:17:22.256000 UTC
569e9e7e-d1fb-49d0-8111-4a1be0d884f9,ANIMAL_000144,FARM_000006,Pigs,Duroc,10,255.55,Deceased,Not vaccinated,None,Windy,18.28,12.76,16.33,0.69,Administer medication,false,2025-08-25 12:17:22.255000 UTC
165d1b7b-698b-483d-b03e-7cbf5bc07e69,ANIMAL_000168,FARM_000006,Pigs,Landrace,4,272.79,Deceased,Overdue,Current,Cloudy,9.12,99.75,51.82,0.47,Administer medication,false,2025-08-25 12:17:22.255000 UTC
8314da72-3895-484a-a7b3-1f1a1c395367,ANIMAL_000140,FARM_000006,Pigs,Hampshire,1,517.48,Injured,Up-to-date,Previous,Windy,-2.26,8.93,5.85,0.62,Administer medication,false,2025-08-25 12:17:22.256000 UTC
828ee343-d8c1-4f0f-8bea-e17d288889bd,ANIMAL_000159,FARM_000006,Pigs,Tamworth,3,229.5,Injured,Not vaccinated,None,Windy,-0.64,38.16,82.68,0.19,Administer medication,false,2025-08-25 12:17:22.256000 UTC
70774cfd-b1df-44ec-98f9-6fc9a1cadf06,ANIMAL_000162,FARM_000006,Pigs,Berkshire,5,379.99,Recovering,Not vaccinated,None,Cloudy,11.39,47.49,68.54,0.47,Administer medication,false,2025-08-25 12:17:22.256000 UTC
9b981628-4b03-4268-984f-1adbe8a1bf82,ANIMAL_000160,FARM_000006,Pigs,Yorkshire,5,588.95,Recovering,Not vaccinated,Previous,Rainy,18.45,54.51,68.5,0.3,Administer medication,false,2025-08-25 12:17:22.256000 UTC
799a2022-4f92-44bb-986d-5fc62e9d826c,ANIMAL_000158,FARM_000006,Pigs,Hampshire,5,529.34,Sick,Up-to-date,Current,Cloudy,16.78,38.28,87.24,0.79,Administer medication,false,2025-08-25 12:17:22.256000 UTC
b82b08ed-6cf1-4a0e-bad8-742b24fa7687,ANIMAL_000192,FARM_000007,Dairy Cattle,Brown Swiss,4,1395.24,Deceased,Up-to-date,Current,Snowy,-4.05,84.68,81.7,0.53,Administer medication,false,2025-08-25 12:17:22.256000 UTC
cd1f01c0-8d06-4b58-996f-1d4df77775eb,ANIMAL_000172,FARM_000007,Dairy Cattle,Holstein,2,1033.25,Recovering,Not vaccinated,Current,Rainy,19.48,1.57,91.08,0.57,Administer medication,false,2025-08-25 12:17:22.257000 UTC
c7975bc2-512c-4068-bf56-45be9d9d38c8,ANIMAL_000177,FARM_000007,Dairy Cattle,Guernsey,2,1425.6,Recovering,Up-to-date,None,Sunny,16.36,8.47,89.71,0.71,Administer medication,false,2025-08-25 12:17:22.256000 UTC
cedcd10f-b407-4f43-9ac2-fa7b8a932772,ANIMAL_000210,FARM_000008,Pigs,Duroc,6,393.18,Recovering,Overdue,Current,Snowy,1.48,7.82,77.47,0.34,Administer medication,false,2025-08-25 12:17:22.257000 UTC
d7b65473-0106-4eba-abfe-fef8444b2002,ANIMAL_000202,FARM_000008,Pigs,Yorkshire,8,460.45,Sick,Overdue,None,Snowy,11.57,48.15,14.24,0.7,Administer medication,false,2025-08-25 12:17:22.257000 UTC
13977000-e679-49ea-a0cc-3496b4c56946,ANIMAL_000228,FARM_000008,Pigs,Chester White,2,327.65,Sick,Up-to-date,Previous,Cloudy,23.55,96.06,9.08,0.13,Administer medication,false,2025-08-25 12:17:22.255000 UTC
0b027249-9b08-41c2-a0d2-470776642882,ANIMAL_000230,FARM_000008,Pigs,Berkshire,9,306.99,Healthy,Not vaccinated,Previous,Sunny,13.79,28.92,94.18,0.61,Administer medication,false,2025-08-25 12:17:22.255000 UTC
fa4e7828-cbe0-411a-8ab2-ce1d639dd5d6,ANIMAL_000208,FARM_000008,Pigs,Hampshire,7,315.87,Recovering,Not vaccinated,Current,Cloudy,-13.67,77.89,78.4,0.22,Administer medication,false,2025-08-25 12:17:22.257000 UTC
ce66b377-ec5f-4355-9f88-ae05721813ea,ANIMAL_000229,FARM_000008,Pigs,Landrace,6,386.59,Injured,Up-to-date,Previous,Windy,16.5,79.82,84.59,0.2,Administer medication,false,2025-08-25 12:17:22.257000 UTC
41597091-ece4-4e80-992f-378540dd2b08,ANIMAL_000226,FARM_000008,Pigs,Berkshire,4,348.22,Deceased,Up-to-date,Current,Cloudy,25.85,73.38,18.48,0.75,Administer medication,false,2025-08-25 12:17:22.255000 UTC
b88be526-7725-4a95-add7-e23ef557bfb3,ANIMAL_000215,FARM_000008,Pigs,Mangalitsa,7,223.97,Sick,Overdue,None,Cloudy,-9.18,96.04,51.35,0.29,Administer medication,false,2025-08-25 12:17:22.256000 UTC
9a82ea71-373f-4fac-b969-849c3029d422,ANIMAL_000216,FARM_000008,Pigs,Berkshire,2,375.84,Deceased,Not vaccinated,Previous,Rainy,4.09,7.81,5.93,0.71,Administer medication,false,2025-08-25 12:17:22.256000 UTC
1cbd1a00-d5d7-4d27-ad67-458e31177b28,ANIMAL_000194,FARM_000008,Pigs,Landrace,8,442.06,Recovering,Up-to-date,None,Windy,-15.78,50.17,59.76,0.32,Administer medication,false,2025-08-25 12:17:22.255000 UTC
fdda0df1-dc17-4a73-8a18-a3c9777d54fa,ANIMAL_000232,FARM_000009,Pigs,Berkshire,1,238.72,Healthy,Up-to-date,Current,Sunny,25.94,92.29,34.78,0.42,Administer medication,false,2025-08-25 12:17:22.257000 UTC
9a2cac61-52a0-4463-b2d8-d18a012c38f8,ANIMAL_000261,FARM_000009,Pigs,Duroc,9,552.98,Sick,Overdue,Previous,Snowy,28.66,79.94,98.46,0.44,Administer medication,false,2025-08-25 12:17:22.256000 UTC
1d47cddd-98e4-4fdd-86a8-010ed53fed3d,ANIMAL_000266,FARM_000009,Pigs,Hampshire,3,428.11,Recovering,Overdue,Previous,Snowy,23.41,93.39,70.47,0.61,Administer medication,false,2025-08-25 12:17:22.255000 UTC
baccb060-2f29-4138-8372-fc3896819f12,ANIMAL_000270,FARM_000009,Pigs,Hampshire,10,401.7,Sick,Overdue,Current,Windy,21.38,77.04,11.57,0.04,Administer medication,false,2025-08-25 12:17:22.256000 UTC
22a26103-99ff-4d69-8d7a-a23b157bf7aa,ANIMAL_000238,FARM_000009,Pigs,Yorkshire,2,263.88,Injured,Up-to-date,Previous,Snowy,23.58,16.91,9.91,0.88,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c96880cc-9a29-4cdb-b7de-af091300211d,ANIMAL_000253,FARM_000009,Pigs,Hampshire,4,220.22,Healthy,Up-to-date,Previous,Cloudy,35.56,17.46,43.97,0.88,Administer medication,false,2025-08-25 12:17:22.256000 UTC
655f04f6-85ad-47e3-8e61-6056a161cb6f,ANIMAL_000246,FARM_000009,Pigs,Duroc,10,323.42,Recovering,Up-to-date,None,Snowy,31.34,85.14,97.36,0.62,Administer medication,false,2025-08-25 12:17:22.256000 UTC
9131ac9a-cbc9-4c44-a0f9-eafb93fcecba,ANIMAL_000247,FARM_000009,Pigs,Duroc,4,209.27,Healthy,Not vaccinated,None,Windy,-18.7,27.78,9.87,0.12,Administer medication,false,2025-08-25 12:17:22.256000 UTC
690cdb53-0e20-48e5-9ee1-d3df084c3c6c,ANIMAL_000241,FARM_000009,Pigs,Berkshire,1,325.09,Recovering,Not vaccinated,Current,Cloudy,11.06,80.89,21.7,0.83,Administer medication,false,2025-08-25 12:17:22.256000 UTC
430d940c-ba42-49c2-bc2c-8728ceda0e99,ANIMAL_000262,FARM_000009,Pigs,Chester White,5,491,Deceased,Overdue,Previous,Cloudy,-14.49,86.2,12.36,0.46,Administer medication,false,2025-08-25 12:17:22.255000 UTC
2003b1a1-71ec-407b-85ff-d39ced5aef85,ANIMAL_000296,FARM_000010,Chickens,Sussex,1,9.65,Recovering,Not vaccinated,Previous,Windy,-6.75,68.29,97.79,0.66,Administer medication,false,2025-08-25 12:17:22.255000 UTC
b4db4dc7-95d4-4599-9570-e44d8cca9901,ANIMAL_000288,FARM_000010,Chickens,Buff Orpington,9,7.26,Deceased,Not vaccinated,Current,Windy,-19.31,47.46,43.81,0.25,Administer medication,false,2025-08-25 12:17:22.256000 UTC
31d589e3-797f-4e6c-bb31-e9974c2f80d6,ANIMAL_000300,FARM_000010,Chickens,Plymouth Rock,2,7.79,Recovering,Not vaccinated,None,Sunny,6.74,95.62,59.5,0.23,Administer medication,false,2025-08-25 12:17:22.255000 UTC
fde892c4-f703-4a5e-9dd7-46e36e72ee43,ANIMAL_000289,FARM_000010,Chickens,Wyandotte,4,7.11,Sick,Up-to-date,None,Snowy,26.65,14.51,65.85,0.81,Administer medication,false,2025-08-25 12:17:22.257000 UTC
56f2297c-ef44-4ada-bb12-a4e448dab69f,ANIMAL_000277,FARM_000010,Chickens,Wyandotte,7,6.55,Recovering,Up-to-date,Previous,Cloudy,-15.29,64.23,29.06,0.44,Administer medication,false,2025-08-25 12:17:22.255000 UTC
63503cac-3b82-4121-84a0-97146969f8a4,ANIMAL_000279,FARM_000010,Chickens,Marans,2,6.05,Recovering,Not vaccinated,Previous,Sunny,26.25,11.6,18.88,0.73,Administer medication,false,2025-08-25 12:17:22.256000 UTC
d54a7433-7844-4995-aa14-af099efc420a,ANIMAL_000284,FARM_000010,Chickens,Brahma,9,7.5,Injured,Not vaccinated,None,Cloudy,32.19,75.24,17.93,0.85,Administer medication,false,2025-08-25 12:17:22.257000 UTC
843999df-dd66-4f34-9160-6c2428bae1d0,ANIMAL_000283,FARM_000010,Chickens,Sussex,6,7.58,Sick,Not vaccinated,Current,Windy,32.07,74.62,67.91,0.14,Administer medication,false,2025-08-25 12:17:22.256000 UTC
2775e996-5356-4778-82d6-9c293d9aca96,ANIMAL_000307,FARM_000011,Cattle,Texas Longhorn,3,1733.92,Recovering,Up-to-date,None,Windy,-15.05,65.43,58.19,0.36,Administer medication,false,2025-08-25 12:17:22.255000 UTC
b6ca2796-49cf-4c12-8df8-c80487aeb375,ANIMAL_000318,FARM_000011,Cattle,Hereford,5,1733.64,Injured,Overdue,Current,Windy,19.13,67.28,10.8,0.76,Administer medication,false,2025-08-25 12:17:22.256000 UTC
827752a7-3348-4464-8368-5faf66258eb1,ANIMAL_000324,FARM_000011,Cattle,Texas Longhorn,2,1889.16,Recovering,Not vaccinated,Previous,Windy,26.61,21.94,5.29,0.71,Administer medication,false,2025-08-25 12:17:22.256000 UTC
0d114294-ccfc-4710-9257-2cd9935c1854,ANIMAL_000320,FARM_000011,Cattle,Brahman,9,1806.44,Sick,Up-to-date,None,Sunny,16.96,1.2,49.73,0.64,Administer medication,false,2025-08-25 12:17:22.255000 UTC
c349c107-973b-4cf8-be9d-ce445fb57566,ANIMAL_000313,FARM_000011,Cattle,Texas Longhorn,9,2347.31,Healthy,Up-to-date,None,Snowy,26.43,19.49,60.32,0.08,Administer medication,false,2025-08-25 12:17:22.256000 UTC
c8582444-ae61-4014-ab71-81f42661267a,ANIMAL_000302,FARM_000011,Cattle,Angus,8,1279.66,Recovering,Up-to-date,Current,Snowy,10.28,91.8,12.28,0.41,Administer medication,false,2025-08-25 12:17:22.256000 UTC
ed0cfe2c-2408-4087-8144-03dfa05a8b9d,ANIMAL_000308,FARM_000011,Cattle,Hereford,2,2074.81,Deceased,Up-to-date,None,Cloudy,14.29,39.12,27.3,0.03,Administer medication,false,2025-08-25 12:17:22.257000 UTC
995375b6-07d3-4468-bde9-bcc39ad69ed0,ANIMAL_000309,FARM_000011,Cattle,Texas Longhorn,3,1960.52,Sick,Overdue,None,Windy,-17.04,77.32,78.95,0.15,Administer medication,false,2025-08-25 12:17:22.256000 UTC
f4359f29-8937-4515-ac33-eb8930639466,ANIMAL_000315,FARM_000011,Cattle,Simmental,7,2041.86,Injured,Not vaccinated,None,Windy,-11.91,69.03,48.45,0.98,Administer medication,false,2025-08-25 12:17:22.257000 UTC
699dd874-2404-44a6-b06e-7338babfa72d,ANIMAL_000343,FARM_000012,Goats,Angora,2,103.93,Deceased,Up-to-date,Current,Rainy,2.43,69.57,54.66,0.65,Administer medication,false,2025-08-25 12:17:22.256000 UTC
e1507ae3-3b83-4cdc-b62f-60cb623cbfa5,ANIMAL_000348,FARM_000012,Goats,Oberhasli,2,168.08,Sick,Up-to-date,Current,Rainy,36.94,92.27,38.36,0.2,Administer medication,false,2025-08-25 12:17:22.257000 UTC
e2877dda-f7e8-4605-8cda-d0e027e8d3d2,ANIMAL_000347,FARM_000012,Goats,Saanen,7,109.6,Recovering,Not vaccinated,None,Snowy,-16.73,63.88,91.49,0.4,Administer medication,false,2025-08-25 12:17:22.257000 UTC
a6c29145-4726-49a5-a878-c9d0220fe7aa,ANIMAL_000338,FARM_000012,Goats,LaMancha,6,79.33,Injured,Overdue,Previous,Rainy,6.53,65.64,66.21,0.7,Administer medication,false,2025-08-25 12:17:22.256000 UTC
627a2e33-b4e2-4612-9dc9-6015003c979e,ANIMAL_000336,FARM_000012,Goats,Oberhasli,6,163.02,Sick,Up-to-date,None,Rainy,16.97,85.64,79.27,0.53,Administer medication,false,2025-08-25 12:17:22.255000 UTC
edbd02dc-57f8-4399-ab83-9797387708a2,ANIMAL_000339,FARM_000012,Goats,Boer,5,89.03,Sick,Overdue,Current,Sunny,-11.25,89.99,49.03,0.45,Administer medication,false,2025-08-25 12:17:22.257000 UTC
197c8a33-0f33-41b0-b75a-c1501c39a989,ANIMAL_000352,FARM_000013,Chickens,Brahma,1,8.49,Deceased,Up-to-date,Previous,Cloudy,-19.18,76.99,3.29,0.73,Administer medication,false,2025-08-25 12:17:22.255000 UTC
aa906136-658c-4110-a6dc-4f93e6d73f2c,ANIMAL_000362,FARM_000013,Chickens,Wyandotte,5,5.85,Healthy,Up-to-date,Previous,Rainy,8.98,44.06,67.5,0.03,Administer medication,false,2025-08-25 12:17:22.256000 UTC
0e7af244-b7e7-48b2-959e-8d3fc8d96d1e,ANIMAL_000364,FARM_000013,Chickens,Wyandotte,5,11.4,Injured,Up-to-date,Previous,Snowy,-11.52,92.86,68.54,0.59,Administer medication,false,2025-08-25 12:17:22.255000 UTC
4da28d27-9643-4de5-af54-aaf51631be63,ANIMAL_000373,FARM_000013,Chickens,Plymouth Rock,2,10.24,Recovering,Overdue,None,Cloudy,17.08,71.54,35.28,0.35,Administer medication,false,2025-08-25 12:17:22.255000 UTC
274e4508-ee7d-4722-883f-aa944472bcda,ANIMAL_000379,FARM_000013,Chickens,Plymouth Rock,10,5.31,Injured,Up-to-date,Previous,Sunny,31.12,89.65,34.89,0.45,Administer medication,false,2025-08-25 12:17:22.255000 UTC
d38333b9-ddf8-43c2-b867-577f0c06fa59,ANIMAL_000409,FARM_000014,Pigs,Tamworth,6,235.78,Healthy,Not vaccinated,Previous,Rainy,17.55,96.09,80.83,0.53,Administer medication,false,2025-08-25 12:17:22.257000 UTC
fef6a377-bd1d-406f-b424-93e55bb9d613,ANIMAL_000406,FARM_000014,Pigs,Hampshire,7,328.47,Sick,Up-to-date,Previous,Sunny,38.69,95.88,37.77,0.48,Administer medication,false,2025-08-25 12:17:22.257000 UTC
